store_id,timestamp,active_riders,orders_in_queue,avg_rider_wait_time
11,2024-01-06 02:00:00,7,3,0.77
12,2024-01-06 02:00:00,4,3,1.1
1,2024-01-06 02:15:00,13,0,1.43
2,2024-01-06 02:15:00,8,2,0.81
3,2024-01-06 02:15:00,4,3,0.89
4,2024-01-06 02:15:00,12,2,1.4
5,2024-01-06 02:15:00,10,0,1.37
6,2024-01-06 02:15:00,6,0,0.62
7,2024-01-06 02:15:00,7,1,1.21
8,2024-01-06 02:15:00,9,3,1.01
9,2024-01-06 02:15:00,10,2,1.43
10,2024-01-06 02:15:00,10,0,0.82
11,2024-01-06 02:15:00,8,2,1.15
12,2024-01-06 02:15:00,4,0,1.44
1,2024-01-06 02:30:00,13,1,0.95
2,2024-01-06 02:30:00,6,2,1.19
3,2024-01-06 02:30:00,4,3,1.32
4,2024-01-06 02:30:00,12,2,1.06
5,2024-01-06 02:30:00,10,0,0.88
6,2024-01-06 02:30:00,6,1,0.98
7,2024-01-06 02:30:00,4,1,1.05
8,2024-01-06 02:30:00,7,3,0.75
9,2024-01-06 02:30:00,13,3,0.76
10,2024-01-06 02:30:00,9,3,1.47
11,2024-01-06 02:30:00,7,1,1.33
12,2024-01-06 02:30:00,5,2,0.98
1,2024-01-06 02:45:00,12,0,1.18
2,2024-01-06 02:45:00,9,3,1.1
3,2024-01-06 02:45:00,7,1,0.92
4,2024-01-06 02:45:00,14,0,0.76
5,2024-01-06 02:45:00,9,2,0.99
6,2024-01-06 02:45:00,8,1,0.64
7,2024-01-06 02:45:00,7,0,1.27
8,2024-01-06 02:45:00,10,1,1.05
9,2024-01-06 02:45:00,11,2,0.64
10,2024-01-06 02:45:00,9,2,1.42
11,2024-01-06 02:45:00,7,1,0.88
12,2024-01-06 02:45:00,4,1,1.12
1,2024-01-06 03:00:00,10,0,1.28
2,2024-01-06 03:00:00,7,0,0.94
3,2024-01-06 03:00:00,3,1,1.33
4,2024-01-06 03:00:00,11,1,1.5
5,2024-01-06 03:00:00,7,3,1.36
6,2024-01-06 03:00:00,7,2,1.47
7,2024-01-06 03:00:00,7,2,0.78
8,2024-01-06 03:00:00,8,2,1.02
9,2024-01-06 03:00:00,12,2,1.2
10,2024-01-06 03:00:00,7,0,1.49
11,2024-01-06 03:00:00,7,0,1.04
12,2024-01-06 03:00:00,3,0,1.25
1,2024-01-06 03:15:00,10,3,1.3
2,2024-01-06 03:15:00,9,2,0.72
3,2024-01-06 03:15:00,3,1,0.55
4,2024-01-06 03:15:00,11,2,0.91
5,2024-01-06 03:15:00,10,1,1.03
6,2024-01-06 03:15:00,8,0,0.59
7,2024-01-06 03:15:00,7,2,0.57
8,2024-01-06 03:15:00,8,2,1.45
9,2024-01-06 03:15:00,14,2,1.05
10,2024-01-06 03:15:00,10,1,0.6
11,2024-01-06 03:15:00,10,0,0.9
12,2024-01-06 03:15:00,4,3,0.89
1,2024-01-06 03:30:00,14,1,0.8
2,2024-01-06 03:30:00,7,2,1.19
3,2024-01-06 03:30:00,3,3,0.79
4,2024-01-06 03:30:00,12,2,1.36
5,2024-01-06 03:30:00,8,0,1.41
6,2024-01-06 03:30:00,9,1,1.36
7,2024-01-06 03:30:00,3,1,1.12
8,2024-01-06 03:30:00,7,1,1.21
9,2024-01-06 03:30:00,12,1,1.16
10,2024-01-06 03:30:00,8,3,0.63
11,2024-01-06 03:30:00,10,2,0.54
12,2024-01-06 03:30:00,4,2,1.48
1,2024-01-06 03:45:00,12,2,1.22
2,2024-01-06 03:45:00,9,0,0.55
3,2024-01-06 03:45:00,5,2,1.25
4,2024-01-06 03:45:00,11,0,0.99
5,2024-01-06 03:45:00,6,2,1.24
6,2024-01-06 03:45:00,9,3,0.63
7,2024-01-06 03:45:00,5,3,0.57
8,2024-01-06 03:45:00,10,3,1.32
9,2024-01-06 03:45:00,13,2,1.05
10,2024-01-06 03:45:00,6,1,0.53
11,2024-01-06 03:45:00,10,2,0.79
12,2024-01-06 03:45:00,6,1,1.32
1,2024-01-06 04:00:00,14,0,1.39
2,2024-01-06 04:00:00,10,0,1.36
3,2024-01-06 04:00:00,7,1,1.16
4,2024-01-06 04:00:00,11,3,1.43
5,2024-01-06 04:00:00,10,0,1.48
6,2024-01-06 04:00:00,8,3,1.09
7,2024-01-06 04:00:00,5,0,0.89
8,2024-01-06 04:00:00,6,3,1.1
9,2024-01-06 04:00:00,14,3,1.11
10,2024-01-06 04:00:00,9,0,1.12
11,2024-01-06 04:00:00,7,2,0.72
12,2024-01-06 04:00:00,7,1,0.59
1,2024-01-06 04:15:00,11,3,0.68
2,2024-01-06 04:15:00,9,3,0.74
3,2024-01-06 04:15:00,3,1,1.11
4,2024-01-06 04:15:00,12,3,1.04
5,2024-01-06 04:15:00,6,1,1.39
6,2024-01-06 04:15:00,7,3,0.52
7,2024-01-06 04:15:00,5,2,0.56
8,2024-01-06 04:15:00,6,0,0.98
9,2024-01-06 04:15:00,10,0,0.87
10,2024-01-06 04:15:00,9,3,1.04
11,2024-01-06 04:15:00,6,0,1.29
12,2024-01-06 04:15:00,3,0,0.96
1,2024-01-06 04:30:00,12,0,1.1
2,2024-01-06 04:30:00,10,1,0.88
3,2024-01-06 04:30:00,3,3,1.15
4,2024-01-06 04:30:00,12,3,0.58
5,2024-01-06 04:30:00,10,3,0.62
6,2024-01-06 04:30:00,10,1,1.13
7,2024-01-06 04:30:00,3,1,1.12
8,2024-01-06 04:30:00,9,1,1.15
9,2024-01-06 04:30:00,14,2,0.55
10,2024-01-06 04:30:00,9,2,1.13
11,2024-01-06 04:30:00,7,0,1.47
12,2024-01-06 04:30:00,3,1,0.84
1,2024-01-06 04:45:00,14,1,0.51
2,2024-01-06 04:45:00,10,0,0.74
3,2024-01-06 04:45:00,4,0,1.16
4,2024-01-06 04:45:00,12,2,0.96
5,2024-01-06 04:45:00,8,3,1.34
6,2024-01-06 04:45:00,9,2,1.4
7,2024-01-06 04:45:00,3,2,0.87
8,2024-01-06 04:45:00,10,3,1.49
9,2024-01-06 04:45:00,10,2,1.38
10,2024-01-06 04:45:00,9,1,0.54
11,2024-01-06 04:45:00,8,1,0.58
12,2024-01-06 04:45:00,6,1,1.34
1,2024-01-06 05:00:00,14,2,1.24
2,2024-01-06 05:00:00,8,1,1.45
3,2024-01-06 05:00:00,3,3,1.41
4,2024-01-06 05:00:00,10,1,0.64
5,2024-01-06 05:00:00,8,0,1.4
6,2024-01-06 05:00:00,8,0,0.68
7,2024-01-06 05:00:00,3,0,1.0
8,2024-01-06 05:00:00,6,2,1.39
9,2024-01-06 05:00:00,11,0,1.03
10,2024-01-06 05:00:00,7,0,0.81
11,2024-01-06 05:00:00,8,2,0.81
12,2024-01-06 05:00:00,4,3,0.78
1,2024-01-06 05:15:00,11,3,0.51
2,2024-01-06 05:15:00,8,1,1.06
3,2024-01-06 05:15:00,6,0,0.79
4,2024-01-06 05:15:00,13,0,1.1
5,2024-01-06 05:15:00,6,3,1.03
6,2024-01-06 05:15:00,6,0,1.12
7,2024-01-06 05:15:00,6,0,1.13
8,2024-01-06 05:15:00,6,2,1.07
9,2024-01-06 05:15:00,12,0,1.31
10,2024-01-06 05:15:00,8,1,1.43
11,2024-01-06 05:15:00,8,3,0.79
12,2024-01-06 05:15:00,3,1,1.41
1,2024-01-06 05:30:00,10,0,0.65
2,2024-01-06 05:30:00,9,1,1.46
3,2024-01-06 05:30:00,5,3,0.99
4,2024-01-06 05:30:00,10,0,0.59
5,2024-01-06 05:30:00,8,3,1.45
6,2024-01-06 05:30:00,7,2,0.58
7,2024-01-06 05:30:00,7,1,1.28
8,2024-01-06 05:30:00,6,2,1.42
9,2024-01-06 05:30:00,12,0,0.69
10,2024-01-06 05:30:00,8,1,0.6
11,2024-01-06 05:30:00,8,1,0.76
12,2024-01-06 05:30:00,4,2,1.48
1,2024-01-06 05:45:00,13,2,1.24
2,2024-01-06 05:45:00,9,3,1.36
3,2024-01-06 05:45:00,5,0,0.79
4,2024-01-06 05:45:00,10,3,0.56
5,2024-01-06 05:45:00,8,0,1.11
6,2024-01-06 05:45:00,9,1,0.5
7,2024-01-06 05:45:00,4,1,1.45
8,2024-01-06 05:45:00,6,3,1.25
9,2024-01-06 05:45:00,10,1,1.37
10,2024-01-06 05:45:00,10,3,1.45
11,2024-01-06 05:45:00,6,1,0.88
12,2024-01-06 05:45:00,6,2,1.27
1,2024-01-06 06:00:00,10,2,1.16
2,2024-01-06 06:00:00,7,2,1.21
3,2024-01-06 06:00:00,5,2,1.22
4,2024-01-06 06:00:00,12,2,0.89
5,2024-01-06 06:00:00,9,1,1.01
6,2024-01-06 06:00:00,9,1,1.32
7,2024-01-06 06:00:00,3,3,1.32
8,2024-01-06 06:00:00,6,3,0.54
9,2024-01-06 06:00:00,10,2,0.94
10,2024-01-06 06:00:00,9,1,1.09
11,2024-01-06 06:00:00,9,3,0.61
12,2024-01-06 06:00:00,4,2,1.15
1,2024-01-06 06:15:00,11,3,1.34
2,2024-01-06 06:15:00,10,3,0.54
3,2024-01-06 06:15:00,6,2,1.45
4,2024-01-06 06:15:00,11,2,1.47
5,2024-01-06 06:15:00,7,2,1.11
6,2024-01-06 06:15:00,9,3,0.71
7,2024-01-06 06:15:00,6,0,0.9
8,2024-01-06 06:15:00,6,3,0.72
9,2024-01-06 06:15:00,13,0,1.41
10,2024-01-06 06:15:00,10,2,0.86
11,2024-01-06 06:15:00,6,1,0.67
12,2024-01-06 06:15:00,7,1,0.58
1,2024-01-06 06:30:00,12,3,0.88
2,2024-01-06 06:30:00,8,1,0.87
3,2024-01-06 06:30:00,3,3,1.14
4,2024-01-06 06:30:00,10,1,1.18
5,2024-01-06 06:30:00,9,0,1.01
6,2024-01-06 06:30:00,6,0,0.72
7,2024-01-06 06:30:00,6,1,1.39
8,2024-01-06 06:30:00,7,2,0.64
9,2024-01-06 06:30:00,14,3,1.06
10,2024-01-06 06:30:00,9,0,1.16
11,2024-01-06 06:30:00,7,3,0.86
12,2024-01-06 06:30:00,5,0,1.43
1,2024-01-06 06:45:00,10,0,1.34
2,2024-01-06 06:45:00,10,1,1.45
3,2024-01-06 06:45:00,7,3,1.25
4,2024-01-06 06:45:00,12,2,1.38
5,2024-01-06 06:45:00,6,1,1.37
6,2024-01-06 06:45:00,6,2,0.75
7,2024-01-06 06:45:00,4,3,1.43
8,2024-01-06 06:45:00,7,0,0.78
9,2024-01-06 06:45:00,12,2,0.76
10,2024-01-06 06:45:00,9,2,0.55
11,2024-01-06 06:45:00,8,0,1.27
12,2024-01-06 06:45:00,6,0,1.19
1,2024-01-06 07:00:00,11,1,1.4
2,2024-01-06 07:00:00,7,0,1.38
3,2024-01-06 07:00:00,5,3,0.85
4,2024-01-06 07:00:00,10,3,1.34
5,2024-01-06 07:00:00,9,2,0.84
6,2024-01-06 07:00:00,6,3,0.97
7,2024-01-06 07:00:00,5,1,1.22
8,2024-01-06 07:00:00,7,2,1.0
9,2024-01-06 07:00:00,11,2,0.82
10,2024-01-06 07:00:00,8,0,1.09
11,2024-01-06 07:00:00,9,3,1.33
12,2024-01-06 07:00:00,5,0,1.08
1,2024-01-06 07:15:00,14,1,1.2
2,2024-01-06 07:15:00,6,0,1.24
3,2024-01-06 07:15:00,6,1,0.75
4,2024-01-06 07:15:00,11,3,1.21
5,2024-01-06 07:15:00,7,3,1.19
6,2024-01-06 07:15:00,10,0,1.03
7,2024-01-06 07:15:00,5,2,1.32
8,2024-01-06 07:15:00,7,1,0.78
9,2024-01-06 07:15:00,12,0,0.52
10,2024-01-06 07:15:00,6,3,1.24
11,2024-01-06 07:15:00,6,2,0.81
12,2024-01-06 07:15:00,3,1,1.04
1,2024-01-06 07:30:00,11,2,1.31
2,2024-01-06 07:30:00,7,3,0.64
3,2024-01-06 07:30:00,6,1,1.28
4,2024-01-06 07:30:00,14,1,1.01
5,2024-01-06 07:30:00,9,2,0.58
6,2024-01-06 07:30:00,9,2,1.33
7,2024-01-06 07:30:00,7,3,1.32
8,2024-01-06 07:30:00,10,3,0.82
9,2024-01-06 07:30:00,10,1,0.93
10,2024-01-06 07:30:00,7,0,1.45
11,2024-01-06 07:30:00,7,0,1.41
12,2024-01-06 07:30:00,6,0,1.04
1,2024-01-06 07:45:00,12,2,0.62
2,2024-01-06 07:45:00,8,1,0.78
3,2024-01-06 07:45:00,6,2,0.57
4,2024-01-06 07:45:00,12,3,1.15
5,2024-01-06 07:45:00,6,1,1.41
6,2024-01-06 07:45:00,9,3,0.91
7,2024-01-06 07:45:00,5,1,1.49
8,2024-01-06 07:45:00,9,3,0.78
9,2024-01-06 07:45:00,12,0,0.85
10,2024-01-06 07:45:00,9,2,1.48
11,2024-01-06 07:45:00,7,2,1.31
12,2024-01-06 07:45:00,4,0,1.34
1,2024-01-06 08:00:00,14,0,0.86
2,2024-01-06 08:00:00,9,2,1.27
3,2024-01-06 08:00:00,4,2,1.47
4,2024-01-06 08:00:00,14,2,1.1
5,2024-01-06 08:00:00,6,0,1.29
6,2024-01-06 08:00:00,6,1,0.81
7,2024-01-06 08:00:00,6,3,0.95
8,2024-01-06 08:00:00,8,3,1.02
9,2024-01-06 08:00:00,12,1,0.68
10,2024-01-06 08:00:00,6,2,1.4
11,2024-01-06 08:00:00,10,2,0.97
12,2024-01-06 08:00:00,3,3,1.43
1,2024-01-06 08:15:00,14,0,1.14
2,2024-01-06 08:15:00,6,3,0.96
3,2024-01-06 08:15:00,3,0,1.34
4,2024-01-06 08:15:00,11,3,1.39
5,2024-01-06 08:15:00,6,0,0.53
6,2024-01-06 08:15:00,7,2,1.36
7,2024-01-06 08:15:00,6,3,0.9
8,2024-01-06 08:15:00,9,2,0.81
9,2024-01-06 08:15:00,10,1,1.4
10,2024-01-06 08:15:00,10,1,0.84
11,2024-01-06 08:15:00,8,0,0.75
12,2024-01-06 08:15:00,6,0,1.4
1,2024-01-06 08:30:00,12,0,1.22
2,2024-01-06 08:30:00,6,0,1.14
3,2024-01-06 08:30:00,5,2,0.78
4,2024-01-06 08:30:00,11,3,0.71
5,2024-01-06 08:30:00,9,1,0.89
6,2024-01-06 08:30:00,7,2,1.22
7,2024-01-06 08:30:00,7,0,0.72
8,2024-01-06 08:30:00,6,2,1.08
9,2024-01-06 08:30:00,13,2,1.12
10,2024-01-06 08:30:00,10,1,1.26
11,2024-01-06 08:30:00,8,0,1.13
12,2024-01-06 08:30:00,6,2,0.59
1,2024-01-06 08:45:00,12,3,1.48
2,2024-01-06 08:45:00,8,0,1.35
3,2024-01-06 08:45:00,3,2,0.85
4,2024-01-06 08:45:00,14,3,0.73
5,2024-01-06 08:45:00,10,1,0.92
6,2024-01-06 08:45:00,6,3,0.82
7,2024-01-06 08:45:00,4,0,1.25
8,2024-01-06 08:45:00,7,1,1.33
9,2024-01-06 08:45:00,13,2,0.7
10,2024-01-06 08:45:00,10,3,1.36
11,2024-01-06 08:45:00,8,3,0.78
12,2024-01-06 08:45:00,4,1,1.08
1,2024-01-06 09:00:00,11,1,0.79
2,2024-01-06 09:00:00,10,1,0.7
3,2024-01-06 09:00:00,4,3,1.16
4,2024-01-06 09:00:00,12,3,0.68
5,2024-01-06 09:00:00,8,0,1.45
6,2024-01-06 09:00:00,10,3,0.76
7,2024-01-06 09:00:00,7,3,1.41
8,2024-01-06 09:00:00,7,1,0.6
9,2024-01-06 09:00:00,13,3,0.91
10,2024-01-06 09:00:00,7,3,0.96
11,2024-01-06 09:00:00,7,3,1.15
12,2024-01-06 09:00:00,3,1,1.43
1,2024-01-06 09:15:00,14,0,1.34
2,2024-01-06 09:15:00,9,3,0.72
3,2024-01-06 09:15:00,7,3,1.39
4,2024-01-06 09:15:00,10,1,0.98
5,2024-01-06 09:15:00,6,0,0.54
6,2024-01-06 09:15:00,10,0,1.32
7,2024-01-06 09:15:00,3,2,0.54
8,2024-01-06 09:15:00,10,2,0.94
9,2024-01-06 09:15:00,13,1,0.74
10,2024-01-06 09:15:00,6,0,1.28
11,2024-01-06 09:15:00,8,2,0.76
12,2024-01-06 09:15:00,4,2,0.88
1,2024-01-06 09:30:00,11,0,1.38
2,2024-01-06 09:30:00,10,3,0.54
3,2024-01-06 09:30:00,7,0,0.8
4,2024-01-06 09:30:00,11,3,0.87
5,2024-01-06 09:30:00,6,2,0.83
6,2024-01-06 09:30:00,7,0,1.39
7,2024-01-06 09:30:00,6,1,1.45
8,2024-01-06 09:30:00,8,0,1.05
9,2024-01-06 09:30:00,10,1,1.15
10,2024-01-06 09:30:00,6,0,1.48
11,2024-01-06 09:30:00,8,3,1.4
12,2024-01-06 09:30:00,3,2,1.29
1,2024-01-06 09:45:00,14,0,0.93
2,2024-01-06 09:45:00,7,0,0.91
3,2024-01-06 09:45:00,7,0,1.39
4,2024-01-06 09:45:00,10,3,0.81
5,2024-01-06 09:45:00,10,3,1.18
6,2024-01-06 09:45:00,7,2,1.43
7,2024-01-06 09:45:00,3,3,1.07
8,2024-01-06 09:45:00,9,0,1.05
9,2024-01-06 09:45:00,13,3,1.12
10,2024-01-06 09:45:00,7,3,0.99
11,2024-01-06 09:45:00,7,2,1.15
12,2024-01-06 09:45:00,7,3,1.0
1,2024-01-06 10:00:00,13,1,0.71
2,2024-01-06 10:00:00,6,3,0.82
3,2024-01-06 10:00:00,6,2,1.07
4,2024-01-06 10:00:00,10,2,0.67
5,2024-01-06 10:00:00,8,0,1.23
6,2024-01-06 10:00:00,9,3,0.57
7,2024-01-06 10:00:00,6,0,0.63
8,2024-01-06 10:00:00,9,1,0.87
9,2024-01-06 10:00:00,11,0,0.57
10,2024-01-06 10:00:00,9,0,0.95
11,2024-01-06 10:00:00,10,2,1.04
12,2024-01-06 10:00:00,4,1,1.11
1,2024-01-06 10:15:00,10,0,0.94
2,2024-01-06 10:15:00,10,2,1.39
3,2024-01-06 10:15:00,6,3,1.2
4,2024-01-06 10:15:00,10,2,0.85
5,2024-01-06 10:15:00,7,0,1.45
6,2024-01-06 10:15:00,10,3,0.55
7,2024-01-06 10:15:00,3,1,1.07
8,2024-01-06 10:15:00,7,0,0.55
9,2024-01-06 10:15:00,13,0,1.06
10,2024-01-06 10:15:00,8,1,1.39
11,2024-01-06 10:15:00,9,0,0.87
12,2024-01-06 10:15:00,7,0,0.9
1,2024-01-06 10:30:00,12,3,1.07
2,2024-01-06 10:30:00,9,3,0.51
3,2024-01-06 10:30:00,3,3,1.33
4,2024-01-06 10:30:00,14,0,1.12
5,2024-01-06 10:30:00,7,2,1.47
6,2024-01-06 10:30:00,10,3,1.27
7,2024-01-06 10:30:00,5,2,1.07
8,2024-01-06 10:30:00,8,2,0.82
9,2024-01-06 10:30:00,11,0,1.39
10,2024-01-06 10:30:00,8,2,0.78
11,2024-01-06 10:30:00,7,0,0.58
12,2024-01-06 10:30:00,4,3,0.86
1,2024-01-06 10:45:00,10,1,0.65
2,2024-01-06 10:45:00,10,2,1.05
3,2024-01-06 10:45:00,3,1,0.96
4,2024-01-06 10:45:00,10,2,1.23
5,2024-01-06 10:45:00,8,3,1.24
6,2024-01-06 10:45:00,8,3,0.93
7,2024-01-06 10:45:00,6,2,0.54
8,2024-01-06 10:45:00,6,2,1.23
9,2024-01-06 10:45:00,10,2,0.61
10,2024-01-06 10:45:00,10,0,1.05
11,2024-01-06 10:45:00,10,1,0.99
12,2024-01-06 10:45:00,5,0,1.36
1,2024-01-06 11:00:00,14,1,1.26
2,2024-01-06 11:00:00,8,2,0.51
3,2024-01-06 11:00:00,4,2,0.61
4,2024-01-06 11:00:00,14,0,0.93
5,2024-01-06 11:00:00,10,2,0.98
6,2024-01-06 11:00:00,8,2,1.49
7,2024-01-06 11:00:00,3,3,0.71
8,2024-01-06 11:00:00,10,1,1.29
9,2024-01-06 11:00:00,12,0,0.9
10,2024-01-06 11:00:00,7,2,1.34
11,2024-01-06 11:00:00,7,3,0.96
12,2024-01-06 11:00:00,7,3,1.2
1,2024-01-06 11:15:00,13,2,1.1
2,2024-01-06 11:15:00,6,3,0.52
3,2024-01-06 11:15:00,4,2,1.03
4,2024-01-06 11:15:00,10,3,1.03
5,2024-01-06 11:15:00,9,3,0.75
6,2024-01-06 11:15:00,8,2,1.39
7,2024-01-06 11:15:00,6,3,1.03
8,2024-01-06 11:15:00,6,2,0.7
9,2024-01-06 11:15:00,13,0,1.13
10,2024-01-06 11:15:00,9,0,1.34
11,2024-01-06 11:15:00,7,3,0.91
12,2024-01-06 11:15:00,7,1,0.7
1,2024-01-06 11:30:00,10,1,1.03
2,2024-01-06 11:30:00,7,3,1.28
3,2024-01-06 11:30:00,4,2,1.02
4,2024-01-06 11:30:00,14,0,1.34
5,2024-01-06 11:30:00,7,2,0.69
6,2024-01-06 11:30:00,8,1,0.88
7,2024-01-06 11:30:00,7,0,1.34
8,2024-01-06 11:30:00,10,3,1.09
9,2024-01-06 11:30:00,10,2,1.31
10,2024-01-06 11:30:00,8,0,1.21
11,2024-01-06 11:30:00,6,0,0.95
12,2024-01-06 11:30:00,4,2,0.64
1,2024-01-06 11:45:00,11,3,0.98
2,2024-01-06 11:45:00,9,3,1.21
3,2024-01-06 11:45:00,6,2,0.78
4,2024-01-06 11:45:00,13,0,0.92
5,2024-01-06 11:45:00,8,3,1.27
6,2024-01-06 11:45:00,6,3,1.17
7,2024-01-06 11:45:00,5,0,1.42
8,2024-01-06 11:45:00,8,3,0.51
9,2024-01-06 11:45:00,14,2,1.12
10,2024-01-06 11:45:00,9,2,0.96
11,2024-01-06 11:45:00,9,2,1.17
12,2024-01-06 11:45:00,7,1,1.19
1,2024-01-06 12:00:00,10,2,0.92
2,2024-01-06 12:00:00,9,2,1.04
3,2024-01-06 12:00:00,6,1,0.6
4,2024-01-06 12:00:00,14,2,1.46
5,2024-01-06 12:00:00,10,2,0.82
6,2024-01-06 12:00:00,7,0,1.15
7,2024-01-06 12:00:00,7,2,0.72
8,2024-01-06 12:00:00,9,1,1.33
9,2024-01-06 12:00:00,10,1,1.05
10,2024-01-06 12:00:00,9,2,0.93
11,2024-01-06 12:00:00,8,3,0.68
12,2024-01-06 12:00:00,3,3,1.07
1,2024-01-06 12:15:00,10,0,0.6
2,2024-01-06 12:15:00,9,1,1.4
3,2024-01-06 12:15:00,5,0,1.06
4,2024-01-06 12:15:00,13,3,1.17
5,2024-01-06 12:15:00,8,3,1.06
6,2024-01-06 12:15:00,10,3,0.83
7,2024-01-06 12:15:00,6,3,1.06
8,2024-01-06 12:15:00,10,2,0.59
9,2024-01-06 12:15:00,12,0,1.32
10,2024-01-06 12:15:00,10,2,0.57
11,2024-01-06 12:15:00,6,0,1.37
12,2024-01-06 12:15:00,7,2,0.63
1,2024-01-06 12:30:00,12,2,1.14
2,2024-01-06 12:30:00,7,1,0.68
3,2024-01-06 12:30:00,5,0,0.96
4,2024-01-06 12:30:00,12,3,0.51
5,2024-01-06 12:30:00,6,1,1.14
6,2024-01-06 12:30:00,6,1,1.41
7,2024-01-06 12:30:00,7,2,1.47
8,2024-01-06 12:30:00,9,2,1.06
9,2024-01-06 12:30:00,12,0,1.27
10,2024-01-06 12:30:00,9,1,0.58
11,2024-01-06 12:30:00,7,3,0.99
12,2024-01-06 12:30:00,6,0,0.76
1,2024-01-06 12:45:00,14,2,1.42
2,2024-01-06 12:45:00,7,1,1.01
3,2024-01-06 12:45:00,6,1,1.17
4,2024-01-06 12:45:00,11,3,0.56
5,2024-01-06 12:45:00,8,0,0.95
6,2024-01-06 12:45:00,8,2,0.5
7,2024-01-06 12:45:00,7,1,1.17
8,2024-01-06 12:45:00,10,3,1.01
9,2024-01-06 12:45:00,13,0,1.37
10,2024-01-06 12:45:00,7,1,1.37
11,2024-01-06 12:45:00,9,3,0.7
12,2024-01-06 12:45:00,4,3,1.23
1,2024-01-06 13:00:00,10,1,0.94
2,2024-01-06 13:00:00,10,0,1.39
3,2024-01-06 13:00:00,3,3,0.66
4,2024-01-06 13:00:00,13,0,1.17
5,2024-01-06 13:00:00,7,3,0.8
6,2024-01-06 13:00:00,8,1,1.07
7,2024-01-06 13:00:00,7,3,0.55
8,2024-01-06 13:00:00,7,2,0.53
9,2024-01-06 13:00:00,11,1,1.23
10,2024-01-06 13:00:00,6,1,1.25
11,2024-01-06 13:00:00,7,1,1.2
12,2024-01-06 13:00:00,3,2,0.86
1,2024-01-06 13:15:00,12,1,0.7
2,2024-01-06 13:15:00,9,3,0.79
3,2024-01-06 13:15:00,5,2,1.0
4,2024-01-06 13:15:00,10,1,0.94
5,2024-01-06 13:15:00,8,0,1.19
6,2024-01-06 13:15:00,7,3,0.59
7,2024-01-06 13:15:00,4,1,1.43
8,2024-01-06 13:15:00,10,3,1.09
9,2024-01-06 13:15:00,12,3,0.72
10,2024-01-06 13:15:00,10,1,1.23
11,2024-01-06 13:15:00,10,0,0.65
12,2024-01-06 13:15:00,4,3,0.66
1,2024-01-06 13:30:00,14,0,0.89
2,2024-01-06 13:30:00,7,2,0.96
3,2024-01-06 13:30:00,7,2,0.59
4,2024-01-06 13:30:00,10,3,0.63
5,2024-01-06 13:30:00,8,3,1.29
6,2024-01-06 13:30:00,7,1,1.25
7,2024-01-06 13:30:00,4,1,1.3
8,2024-01-06 13:30:00,10,2,1.13
9,2024-01-06 13:30:00,14,2,1.32
10,2024-01-06 13:30:00,7,0,1.06
11,2024-01-06 13:30:00,7,3,1.13
12,2024-01-06 13:30:00,5,3,0.51
1,2024-01-06 13:45:00,11,1,1.35
2,2024-01-06 13:45:00,7,1,0.97
3,2024-01-06 13:45:00,3,1,1.43
4,2024-01-06 13:45:00,14,3,1.33
5,2024-01-06 13:45:00,8,2,1.46
6,2024-01-06 13:45:00,6,0,1.2
7,2024-01-06 13:45:00,5,1,1.36
8,2024-01-06 13:45:00,8,3,0.93
9,2024-01-06 13:45:00,12,0,1.42
10,2024-01-06 13:45:00,10,0,0.57
11,2024-01-06 13:45:00,8,2,1.49
12,2024-01-06 13:45:00,4,1,0.57
1,2024-01-06 14:00:00,10,1,1.42
2,2024-01-06 14:00:00,8,1,1.07
3,2024-01-06 14:00:00,5,3,1.16
4,2024-01-06 14:00:00,12,2,0.91
5,2024-01-06 14:00:00,6,3,0.98
6,2024-01-06 14:00:00,10,1,1.21
7,2024-01-06 14:00:00,5,1,0.99
8,2024-01-06 14:00:00,8,2,0.85
9,2024-01-06 14:00:00,14,2,0.99
10,2024-01-06 14:00:00,10,0,0.92
11,2024-01-06 14:00:00,8,3,0.76
12,2024-01-06 14:00:00,6,2,1.43
1,2024-01-06 14:15:00,14,0,0.77
2,2024-01-06 14:15:00,6,0,1.04
3,2024-01-06 14:15:00,7,2,0.81
4,2024-01-06 14:15:00,12,1,0.6
5,2024-01-06 14:15:00,7,2,1.18
6,2024-01-06 14:15:00,10,1,1.28
7,2024-01-06 14:15:00,7,3,1.13
8,2024-01-06 14:15:00,9,0,1.28
9,2024-01-06 14:15:00,10,2,0.86
10,2024-01-06 14:15:00,8,1,0.58
11,2024-01-06 14:15:00,8,3,1.38
12,2024-01-06 14:15:00,5,3,1.43
1,2024-01-06 14:30:00,14,3,0.94
2,2024-01-06 14:30:00,10,1,0.55
3,2024-01-06 14:30:00,7,1,0.96
4,2024-01-06 14:30:00,11,0,0.79
5,2024-01-06 14:30:00,9,1,1.43
6,2024-01-06 14:30:00,10,0,1.01
7,2024-01-06 14:30:00,3,0,1.39
8,2024-01-06 14:30:00,7,3,1.0
9,2024-01-06 14:30:00,13,3,1.15
10,2024-01-06 14:30:00,9,2,1.27
11,2024-01-06 14:30:00,8,1,1.32
12,2024-01-06 14:30:00,3,0,0.65
1,2024-01-06 14:45:00,14,0,1.25
2,2024-01-06 14:45:00,8,0,0.97
3,2024-01-06 14:45:00,5,1,0.52
4,2024-01-06 14:45:00,12,1,1.45
5,2024-01-06 14:45:00,8,3,0.74
